 											SMMID	#N/A	#N/A										SMMID:	MF	MW	CAS	CN	Organism	Synonyms
(ACOX-1)																							 iglu#1	 C14H17NO5	279.292	 TBD	" (2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(1H-indol-1-yl)tetrahydro-2H-pyran-3,4,5-triol"	 <i>C. elegans</i>	 none
(ACOX-1)																							 iglu#2	 C14H18NO8P	359.27076	 TBD	" (2R,3R,4S,5R,6R)-3,5-dihydroxy-2-(hydroxymethyl)-6-(1H-indol-1-yl)tetrahydro-2H-pyran-4-yl dihydrogen phosphate"	 <i>C. elegans</i>	 none
(ACOX-1)																							 angl#1	 C13H17NO7	299.279	 TBD	" (2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
(ACOX-1)																							 angl#2	 C13H18NO10P	379.25776	 TBD	" (2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-(phosphonooxy)tetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#3	 C24H31NO7	445.5	 1355681-39-8	 8R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonenoic acid	 <i>C. briggsae</i>	 none
(ACOX-1)																							 icas#6.1	 C21H29NO6	391.464	 TBD	" (2S,3R,5R,6R)-5-hydroxy-6-(((2R,5R)-5-hydroxyhexan-2-yl)oxy)-2-methyltetrahydro-2H-pyran-3-yl 1H-indole-3-carboxylate"	 <i>C. briggsae</i>	 none
(ACOX-1)																							 icas#6.2	 C21H29NO6	391.464	 TBD	" (2S,3R,5R,6R)-5-hydroxy-6-(((2R,5S)-5-hydroxyhexan-2-yl)oxy)-2-methyltetrahydro-2H-pyran-3-yl 1H-indole-3-carboxylate"	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#7	 C22H27NO7	417.45	 1355682-94-8	 6R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-heptenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#10	 C24H33NO7	447.52	 1355681-30-9	 8R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#12	 C21H27NO7	405.44	 1355682-92-6	 5R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-hexanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#14	 C23H31NO7	433.49	 1355682-96-0	 7R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-octanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#15	 C25H33NO7	459.53	 1355682-99-3	 9R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-decenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#16	 C25H35NO7	461.55	 1355683-01-0	 9R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-decanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#17	 C26H35NO7	473.56	 1355683-03-2	 10R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-undecenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#18	 C26H37NO7	475.57	 1355683-05-4	 10R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-undecanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#19	 C27H37NO7	487.59	 1355683-08-7	 11R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-dodecenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#20	 C27H39NO7	489.6	 1355683-09-8	 11R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-dodecanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#21	 C28H39NO7	501.61	 1355683-10-1	 12R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-heptadecenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icas#22	 C28H41NO7	503.63	 1355683-11-2	 12R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-heptadecanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#1	 C22H29NO7	419.47	 1355681-32-1	 7-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-heptanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#3	 C24H31NO7	445.21	 1355683-12-3	 9-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#9	 C20H25NO7	391.42	 1355681-34-3	 5-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-pentanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#10	 C24H33NO7	447.52	 1355681-35-4	 9-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#15	 C25H33NO7	459.22	 1355683-13-4	 10-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-decenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#16	 C25H35NO7	461.55	 1355683-15-6	 10-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-decanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#17	 C26H35NO7	473.56	 1355683-16-7	 11-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-undecenoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 icos#18	 C26H37NO7	475.57	 1355683-18-9	 11-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-undecanoic acid	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#1	 C13H24O6	276.33	 1355681-97-8	" 7-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-heptanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#3	 C15H26O6	302.36	 1355682-01-7	" 9-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#7	 C13H22O6	274.31	 1355681-95-6	" 7-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-heptenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#9	 C11H20O6	248.27	 1355681-20-7	" 5-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-pentanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#10	 C15H28O6	304.38	 1355681-22-9	" 9-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#12	 C12H22O6	262.3	 1355681-93-4	" 6-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-hexanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#14	 C14H26O6	290.35	 1355681-99-0	" 8-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-octanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#15	 C16H28O6	316.39	 1355682-03-9	" 10-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-decenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#16	 C16H30O6	318.4	 1355682-05-1	" 10-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-decanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#17	 C17H30O6	330.42	 1355682-05-1	" 11-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-undecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#18	 C17H32O6	332.43	 1355682-09-5	" 11-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-undecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#19	 C18H32O6	344.44	 1355682-11-9	" 12-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-dodecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#20	 C18H34O6	346.46	 1355682-13-1	" 12-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-dodecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#21	 C19H34O6	358.47	 1355682-13-1	" 13-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-tridecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#22	 C19H36O6	360.48	 1355682-18-6	" 13-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-tridecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#23	 C20H36O6	372.5	 1355682-20-0	" 14-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-tetradecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#24	 C20H38O6	374.51	 1355682-20-0	" 14-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-tetradecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#25	 C21H38O6	386.52	 1355682-23-3	" 15-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-pentadecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#26	 C21H40O6	388.54	 1355682-25-5	" 15-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-pentadecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#27	 C22H40O6	400.55	 1355682-27-7	" 16-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-hexadecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#28	 C22H42O6	402.56	 1355682-29-9	" 16-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-hexadecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#29	 C23H42O6	414.58	 1355682-31-3	" 17-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-heptadecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#30	 C23H44O6	416.59	 1355684-09-1	" 17-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-heptadecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#31	 C24H44O6	428.6	 1355682-33-5	" 18-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-octadecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#32	 C24H46O6	430.62	 1355682-35-7	" 18-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-octadecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#33	 C25H46O6	442.63	 1355682-37-9	" 19-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonadecenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#34	 C25H48O6	444.64	 1355682-39-1	" 19-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonadecanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#35	 C26H48O6	456.66	 1355682-41-5	" 20-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-icosenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#36	 C26H50O6	458.67	 1355682-43-7	" 20-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-icosanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#37	 C27H50O6	470.68	 1355682-45-9	" 21-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-henicosenoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 oscr#38	 C27H52O6	472.7	 1355682-47-1	" 21-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-henicosanoic acid"	 <i>C. elegans</i>	 none
(ACOX-1)																							 glas#1	 C19H34O11	438.47	 tbd	" beta-D-glucos-1''-yl-6R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-heptanoate"	 <i>C. elegans</i>	 none
(ACOX-1)																							 glas#3	 C21H36O11	464.51	 1355683-53-2	" beta-D-glucos-1''-yl-8R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonenoate"	 <i>C. elegans</i>	 none
"(Alvarez, Mañez et al. 2012)"																							 glas#10	 C21H38O11	466.52	 1355681-37-6	" beta-D-glucos-1''-yl-8R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonaoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 glas#16	 C22H40O11	480.55	 1355683-55-4	" beta-D-glucos-1''-yl-9R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-decanoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 glas#18	 C23H42O11	494.58	 1355683-57-6	" beta-D-glucos-1''-yl-10R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-undecanoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 glas#20	 C24H44O11	508.6	 1355683-59-8	" beta-D-glucos-1''-yl-11R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-dodecanoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 glas#22	 C25H46O11	522.63	 1355683-61-2	" beta-D-glucos-1''-yl-12R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-tridecanoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 glas#24	 C26H48O11	536.66	 1355683-63-4	" beta-D-glucos-1''-yl-13R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-tetradecanoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 glas#26	 C27H50O11	550.69	 1355683-65-6	" beta-D-glucos-1''-yl-14R-(3'R,5'R-dihydroxy-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-pentadecanoate"	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 hbas#3	 C22H30O8	422.47	 1355681-25-2	 8R-(3'R-hydroxy-5'R-O-(4-hydroxybenzoyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonenoic acid 	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 hbas#10	 C22H32O8	424.49	 1355683-67-8	 8R-(3'R-hydroxy-5'R-O-(4-hydroxybenzoyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonanoic acid	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 mbas#3	 C20H32O7	384.47	 1355681-26-3	 8R-(3'R-hydroxy-5'R-O-((E)-2-methyl-2-butenoyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-2E-nonenoic acid	 <i>C. elegans</i>	 none
"(Artyukhin, Yim et al. 2013)"																							 mbas#10	 C20H34O7	386.48	 1355683-69-0	 8R-(3'R-hydroxy-5'R-O-((E)-2-methyl-2-butenoyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-nonanoic acid	 <i>P. pacificus</i>	 none
(Baiga 2008) 																							 dasc#1	 C26H46O11	534.64	 1417721-86-8	" (R)-6-(((2R,3R,5R,6S)-5-(((R)-6-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H- pyran-2-yl)oxy)heptanoyl)oxy)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)heptanoic acid"	 <i>P. pacificus</i>	 none
(Baiga 2008) 																							 npar#1	 C26H38N6O13	642.62	 1417721-71-1	" (2S,3R)-3-(((R)-4-(((2R,3S,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)oxy)-2-(3-(9-((2R,3R,4S,5R)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)-9H-purin-6-yl)ureido)butanoic acid"	 <i>P. pacificus</i>	 none
(Beckstead and Thummel 2006) 																							 npar#2	 C21H30N6O9	510.5	 TBD	" (2S,3R)-2-(3-(9H-purin-6-yl)ureido)-3-(((R)-4-(((2R,3S,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)oxy)butanoic acid"	 <i>P. pacificus</i>	 none
(Beckstead and Thummel 2006) 																							 part#9	 C11H20O6	248.28	 1417721-79-9	" (R)-4-(((2R,3S,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoic acid"	 <i>P. pacificus</i>	 none
"(Bento, Ogawa et al. 2010) "																							 pasa#9	 C30H38N2O10	586.64	 TBD	" 2-(4-(((R)-2-(((R)-4-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)oxy)-2-phenylethyl)amino)-4-oxobutanamido)benzoic acid"	 <i>P. pacificus</i>	 none
"(Bethke, Fielenbach et al. 2009)"																							 pasc#1	 C25H37NO9	495.57	 TBD	" 4-(((R)-2-(((R)-6-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)heptanoyl)oxy)-2-phenylethyl)amino)-4-oxobutanoic acid "	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 pasc#9	 C23H33NO9	467.52	 1417721-44-8	" 4-(((R)-2-(((R)-4-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)oxy)-2-phenylethyl)amino)-4-oxobutanoic acid "	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 pasc#12	 C24H35NO9	481.54	 1417721-89-1	" 4-(((R)-2-(((R)-5-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)hexanoyl)oxy)-2-phenylethyl)amino)-4-oxobutanoic acid "	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 pasy#9	 C23H31NO8	449.5	 TBD	" (R)-2-(2,5-dioxopyrrolidin-1-yl)-1-phenylethyl (R)-4-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoate"	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 ubas#1	 C27H46N2O13	606.67	 TBD	" (R)-4-(((2R,3R,5R,6S)-3-((5-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)oxy)-6-methyl-5-(((R)-2-methyl-3-ureidopropanoyl)oxy)tetrahydro-2H-pyran-2-yl)oxy)pentanoic acid"	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 ubas#2	 C28H48N2O13	620.69	 TBD	" (R)-4-(((2R,3R,5R,6S)-3-(((R)-5-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)hexanoyl)oxy)-6-methyl-5-(((R)-2-methyl-3-ureidopropanoyl)oxy)tetrahydro-2H-pyran-2-yl)oxy)pentanoic acid"	 <i>P. redivivus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 dhas#18	 C17H32O8	364.44	 TBD	" (3R,8R,10R)-10-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-3,8-dihydroxyundecanoic acid"	 <i>C. elegans</i>	 none
"(Bose, Ogawa et al. 2012) "																							 tsas#9	 C23H33NO9	467.52	  1447281-61-9	" (R)-4-(((2R,3R,5R,6S)-3-hydroxy-5-((4-((4-hydroxyphenethyl)amino)-4-oxobutanoyl)oxy)-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoic acid"	 <i>C. elegans</i>	 none
"(Bose, Ogawa et al. 2012) "																							 osas#9	 C23H33NO10	483.51	  1447281-59-5	" (R)-4-(((2R,3R,5R,6S)-3-hydroxy-5-((4-(((R)-2-hydroxy-2-(4-hydroxyphenyl)ethyl)amino)-4-oxobutanoyl)oxy)-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoic acid"	 <i>C. elegans</i>	 none
"(Bose, Ogawa et al. 2012) "																							 osas#10	 C27H41NO10	539.62	 1447281-69-7	" (R)-4-(((2R,3R,5R,6S)-3-hydroxy-5-((4-(((R)-2-hydroxy-2-(4-hydroxyphenyl)ethyl)amino)-4-oxobutanoyl)oxy)-6-methyltetrahydro-2H-pyran-2-yl)oxy)nonanoic acid"	 <i>C. elegans</i>	 none
"(Bose, Ogawa et al. 2012) "																							 osas#2	 C24H35NO9	481.54	 1447281-67-5	" (R)-4-(((2R,3R,5R,6S)-3-hydroxy-5-((4-(((R)-2-hydroxy-2-(4-hydroxyphenyl)ethyl)amino)-4-oxobutanoyl)oxy)-6-methyltetrahydro-2H-pyran-2-yl)oxy)-2-hexanone"	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 sufac#1	 C15H30O6S	328.459	 TBD	 13-methyl-10-(sulfooxy)tetradecanoic acid	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 sufal#1	 C15H32O5S	324.476	 TBD	 14-hydroxy-2-methyltetradecan-5-yl hydrogen sulfate	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 sufal#2	 C15H32O5S	324.476	 TBD	 14-hydroxy-2-methyltetradecan-6-yl hydrogen sulfate	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 sufal#3	 C14H30O5S	310.449	 TBD	 13-hydroxy-2-methyltridecan-5-yl hydrogen sulfate	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 sufal#4	 C15H32O5S	310.449	 TBD	 13-hydroxy-2-methyltridecan-6-yl hydrogen sulfate	 <i>P. pacificus</i>	 none
"(Bose, Ogawa et al. 2012) "																							 sufac#2	 C15H30O6S	338.459	 TBD	 13-methyl-9-(sulfooxy)tetradecanoic acid	 <i>P. pacificus</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 npar#3	 C21H30N6O10	526.503	 TBD	" O-((R)-4-(((2R,3S,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)-N-((8-hydroxy-9H-purin-6-yl)carbamoyl)-L-threonine"	 <i>C. elegans</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 anglas#1	 C26H39NO12	557.593	 TBD	" (2S,3R,4S,5S,6R)-6-((((R)-6-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)heptanoyl)oxy)methyl)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 anglas#2	 C26H40NO15P	637.57176	 TBD	" (2S,3R,4S,5R,6R)-6-((((R)-6-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)heptanoyl)oxy)methyl)-3,5-dihydroxy-4-(phosphonooxy)tetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 anglas#3	 C28H41NO12	583.631	 TBD	" (2S,3R,4S,5S,6R)-6-((((R,E)-8-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)non-2-enoyl)oxy)methyl)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 anglas#7	 C26H37NO12	555.577	 TBD	" (2S,3R,4S,5S,6R)-6-((((R,E)-6-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)hept-2-enoyl)oxy)methyl)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 anglas#9	 C24H35NO12	529.539	 TBD	" (2S,3R,4S,5S,6R)-6-((((R)-4-(((2R,3R,5R,6S)-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)pentanoyl)oxy)methyl)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl 2-aminobenzoate"	 <i>C. elegans</i>	 none
"(Branicky, Desjardins et al. 2010) "																							 ascr#69	 C18H34O10	410.46	 TBD	" (2S,3R,4S,5S,6R)-2-(((2R,3R,5R,6S)-5-hydroxy-2-(((2R)-5-hydroxyhexan-2-yl)oxy)-6-methyltetrahydro-2H-pyran-3-yl)oxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol"	 <i>C. elegans</i>	 none
